area,Country/Region,Lat,Long,cases
Perquimans County,NC,36.2927068,-76.317414,8
Person County,NC,34.5170729,-77.8367282,11
Pitt County,NC,36.1329763,-76.4100267,68
Polk County,NC,36.3528221,-78.9288242,9
Randolph County,NC,35.5589221,-77.4242972,55
Richmond County,NC,35.2686842,-82.1713632,12
Robeson County,NC,35.7449531,-79.8296743,10
Rockingham County,NC,35.003045,-79.7848422,16
Rowan County,NC,34.6383858,-79.1096901,201
Rutherford County,NC,36.4335041,-79.8296743,43
Sampson County,NC,35.6303455,-80.543845,13
Scotland County,NC,35.4258737,-81.909826,9
Stanly County,NC,34.9197548,-78.3842227,17
Stokes County,NC,34.8451203,-79.4703885,9
Surry County,NC,35.3014554,-80.2321313,10
Swain County,NC,36.4244396,-80.2321313,0
Transylvania County,NC,36.3743453,-80.6770787,6
Tyrrell County,NC,35.4328955,-83.4643551,2
Union County,NC,35.2190534,-82.7778579,110
Vance County,NC,35.8925537,-76.1783739,21
Wake County,NC,34.9338651,-80.543845,501
Warren County,NC,36.3479057,-78.4297187,3
Washington County,NC,35.8031909,-78.5660852,18
Watauga County,NC,36.4352131,-78.0195387,8
Wayne County,NC,35.8120333,-76.5950555,78
Wilkes County,NC,36.1941825,-81.734942,4
Wilson County,NC,35.3565499,-77.973865,74
Yadkin County,NC,36.202858,-81.2518833,11
Yancey County,NC,35.6925497,-77.8824596,0
Adams County,PA,39.8522417,-77.2864879,63
Allegheny County,PA,40.4450813,-80.0087746,893
Armstrong County,PA,40.8790518,-79.4703885,28
Beaver County,PA,40.6367812,-80.365865,156
Bedford County,PA,39.986955,-78.5660852,5
Berks County,PA,40.3451566,-75.9927652,1247
Blair County,PA,40.4531318,-78.3842227,11
Bradford County,PA,41.8362502,-76.5488232,19
Bucks County,PA,40.4107964,-75.2479061,1222
Butler County,PA,40.9115243,-79.8296743,143
Cambria County,PA,40.4894231,-78.7476208,14
Cameron County,PA,41.4261564,-78.1564432,1
Carbon County,PA,40.901975,-75.667356,103
Centre County,PA,40.8765649,-77.8367282,70
Chester County,PA,40.0010204,-75.8069082,621
Clarion County,PA,41.1982095,-79.4703885,16
Clearfield County,PA,40.9519685,-78.5660852,9
Clinton County,PA,41.3331937,-77.6536125,8
Columbia County,PA,41.0274439,-76.3637285,125
Crawford County,PA,41.6661391,-80.2767327,16
Cumberland County,PA,40.1299841,-77.2405153,124
Dauphin County,PA,40.2734277,-76.7336521,249
Delaware County,PA,39.907793,-75.3878525,1806
Elk County,PA,41.4284924,-78.5660852,2
Erie County,PA,42.0521954,-80.1875065,41
Fayette County,PA,39.9272324,-79.6502105,58
Forest County,PA,41.5341012,-79.2451149,5
Franklin County,PA,39.8923855,-77.6536125,69
Fulton County,PA,39.9048759,-78.1564432,2
Greene County,PA,39.8113005,-80.1875065,23
Huntingdon County,PA,40.4155273,-78.0195387,11
Indiana County,PA,40.6850762,-79.1096901,43
Jefferson County,PA,41.147013,-78.9288242,2
Juniata County,PA,40.5521642,-77.4242972,43
Lackawanna County,PA,41.4421199,-75.5742467,501
Lancaster County,PA,40.0466571,-76.1783739,865
Lawrence County,PA,40.957855,-80.365865,51
Lebanon County,PA,40.3666686,-76.5025742,328
Lehigh County,PA,40.6519679,-75.5742467,1803
Luzerne County,PA,41.1404353,-75.9927652,1523
Lycoming County,PA,41.2720004,-77.1024902,29
McKean County,PA,41.8133351,-78.4751945,4
Mercer County,PA,41.2619821,-80.1875065,44
Mifflin County,PA,40.652279,-77.6077865,16
Monroe County,PA,41.0458376,-75.2479061,847
Montgomery County,PA,40.2290075,-75.3878525,2354
Montour County,PA,41.0262303,-76.6874701,44
Northampton County,PA,40.7749283,-75.294569,1176
Northumberland County,PA,40.8674339,-76.6874701,48
Perry County,PA,40.371376,-77.2405153,17
Philadelphia County,PA,40.0152766,-75.1311874,7121
Pike County,PA,41.3361875,-75.0611147,256
Potter County,PA,41.6682559,-77.8367282,4
Schuylkill County,PA,40.6873058,-76.1783739,200
Snyder County,PA,40.750748,-77.0564464,24
Somerset County,PA,40.022493,-78.9288242,13
Sullivan County,PA,41.4781004,-76.5025742,1
Susquehanna County,PA,41.745553,-75.8069082,32
Tioga County,PA,41.7649466,-77.2864879,13
Union County,PA,40.9894888,-77.0564464,23
Venango County,PA,41.3896611,-79.8296743,6
Warren County,PA,41.8143331,-79.2902133,1
Washington County,PA,40.1367719,-80.1875065,70
Wayne County,PA,41.6738865,-75.2479061,70
Westmoreland County,PA,40.2353963,-79.4703885,231
Wyoming County,PA,41.5150037,-71.7003003,11
York County,PA,41.5800945,-71.4774291,371
Bristol County,RI,41.7257893,-71.3111773,49
Kent County,RI,41.6579147,-71.7147951,244
Newport County,RI,41.5016969,-71.2399037,93
Providence County,RI,33.3925,-80.54222,1957
Washington County,RI,39.6130477,-77.6994197,152
Abbeville County,SC,34.1891221,-82.4752757,9
Aiken County,SC,33.6005783,-81.6035062,60
Allendale County,SC,33.0059695,-81.3839326,5
Anderson County,SC,34.5528328,-82.6483442,111
Bamberg County,SC,33.2074402,-81.0754657,7
Barnwell County,SC,33.279925,-81.4718387,5
Beaufort County,SC,32.2860396,-80.7214417,198
Berkeley County,SC,33.1260618,-80.0087746,98
Calhoun County,SC,33.6738638,-80.7657804,6
Charleston County,SC,32.7956561,-79.7848422,353
Cherokee County,SC,35.0120404,-81.6035062,8
Chester County,SC,34.6707995,-81.1196075,20
Chesterfield County,SC,34.6830936,-80.1428584,27
Clarendon County,SC,33.6734243,-80.1875065,89
Colleton County,SC,32.8242297,-80.7214417,18
Darlington County,SC,34.3649897,-80.0087746,44
Dillon County,SC,34.3596012,-79.4253776,5
Dorchester County,SC,33.1680383,-80.543845,73
Edgefield County,SC,33.8015886,-81.9534815,9
Fairfield County,SC,34.4478348,-81.0754657,24
Florence County,SC,33.9828684,-79.6502105,82
Georgetown County,SC,33.4213399,-79.2902133,33
Greenville County,SC,34.9297484,-82.345189,373
Greenwood County,SC,34.1672949,-82.12784,18
Hampton County,SC,32.8084577,-81.1196075,11
Horry County,SC,33.9196567,-78.9288242,151
Jasper County,SC,32.491436,-81.0754657,14
Kershaw County,SC,34.3671762,-80.5882803,187
Lancaster County,SC,34.7253411,-80.6770787,67
Laurens County,SC,34.5203466,-82.12784,14
Lee County,SC,34.1630345,-80.2321313,33
Lexington County,SC,33.9309651,-81.2518833,208
McCormick County,SC,33.8655162,-82.2583297,4
Marion County,SC,34.0879705,-79.3352899,8
Marlboro County,SC,34.5582435,-79.6951103,15
Newberry County,SC,34.309094,-81.6035062,15
Oconee County,SC,34.749245,-82.9931607,14
Orangeburg County,SC,33.5635155,-81.0754657,38
Pickens County,SC,34.9046217,-82.6483442,34
Richland County,SC,34.0412165,-80.9428911,535
Saluda County,SC,34.008713,-81.734942,7
Spartanburg County,SC,34.860551,-81.9534815,190
Sumter County,SC,33.9123048,-80.4103957,156
Union County,SC,34.6612778,-81.6035062,23
Ashland County,OH,38.8907822,-83.5070203,5
Ashtabula County,OH,40.769946,-84.1435136,32
Athens County,OH,40.9435588,-82.3017728,3
Auglaize County,OH,41.9396982,-80.7214417,15
Belmont County,OH,39.3030308,-82.12784,57
Brown County,OH,40.5781556,-84.3542049,5
Butler County,OH,40.0325848,-80.8986502,127
Carroll County,OH,38.9092089,-83.8473015,14
Champaign County,OH,39.440463,-84.5222189,6
Clark County,OH,40.5328331,-81.0754657,20
Clermont County,OH,40.1025817,-83.804868,44
Clinton County,OH,39.8912092,-83.6773928,18
Columbiana County,OH,39.0928449,-84.1857115,115
Coshocton County,OH,39.4067432,-83.8473015,16
Crawford County,OH,40.7902581,-80.7657804,19
Cuyahoga County,OH,40.2735823,-81.9534815,1239
Darke County,OH,40.8268068,-82.9931607,50
Defiance County,OH,41.433923,-81.67582,12
Delaware County,OH,40.1056572,-84.6897495,99
Erie County,OH,41.3491725,-84.4802606,14
Fairfield County,OH,40.3033098,-83.0361376,90
Fayette County,OH,41.4349882,-82.4752757,12
Franklin County,OH,39.830506,-82.6483442,1053
Fulton County,OH,39.5919809,-83.4643551,7
Gallia County,OH,40.0154745,-82.9931607,6
Geauga County,OH,41.5719341,-84.1435136,69
Greene County,OH,38.8619254,-82.345189,31
Guernsey County,OH,41.4641521,-81.2078164,7
Hamilton County,OH,39.697399,-83.8897057,576
Hancock County,OH,40.0731129,-81.4278984,20
Hardin County,OH,39.2355447,-84.564147,11
Harrison County,OH,41.0273131,-83.6773928,0
Henry County,OH,40.704961,-83.6773928,1
Highland County,OH,40.3340479,-81.1196075,7
Hocking County,OH,41.3659897,-84.0167423,4
Holmes County,OH,39.2228606,-83.5070203,3
Huron County,OH,39.4909358,-82.4752757,14
Jackson County,OH,40.5540928,-81.909826,3
Jefferson County,OH,41.1266687,-82.6483442,24
Knox County,OH,39.0060382,-82.6483442,10
Lake County,OH,40.3871722,-80.7657804,121
Lawrence County,OH,40.459564,-82.3017728,17
Licking County,OH,41.981532,-81.2518833,86
Logan County,OH,38.6232686,-82.5185837,8
Lorain County,OH,40.1460895,-82.4752757,191
Lucas County,OH,40.3899679,-83.8473015,540
Madison County,OH,41.4116881,-82.12784,24
Mahoning County,OH,41.6894388,-83.3789389,469
Marion County,OH,39.9154985,-83.3789389,110
Medina County,OH,40.9871753,-80.7214417,116
Meigs County,OH,40.5518645,-83.1220074,1
Mercer County,OH,41.080133,-81.9534815,13
Miami County,OH,39.0874307,-81.9971108,122
Monroe County,OH,40.5940548,-84.6897495,2
Montgomery County,OH,40.081473,-84.1857115,205
Morgan County,OH,39.7199038,-81.0754657,2
Morrow County,OH,39.7620028,-84.3542049,10
Muskingum County,OH,39.6521907,-81.8224362,8
Noble County,OH,40.5303751,-82.8007993,2
Ottawa County,OH,39.9478393,-81.9534815,11
Paulding County,OH,39.7465639,-81.4278984,5
Perry County,OH,41.6268435,-82.9931607,8
Pickaway County,OH,41.0783882,-84.6897495,97
Pike County,OH,39.7641353,-82.2583297,1
Portage County,OH,39.687828,-82.9931607,146
Preble County,OH,39.0713471,-83.0361376,17
Putnam County,OH,41.1887572,-81.2518833,2
Richland County,OH,39.7778251,-84.6897495,43
Ross County,OH,41.0540759,-84.1857115,20
Sandusky County,OH,40.7566723,-82.5185837,13
Scioto County,OH,39.3584253,-82.9931607,4
Seneca County,OH,41.3559092,-83.1220074,10
Shelby County,OH,38.861065,-82.9931607,27
Stark County,OH,41.1585179,-83.1649001,171
Summit County,OH,40.3689335,-84.2278796,273
Trumbull County,OH,40.8684676,-81.2518833,187
Tuscarawas County,OH,41.0918991,-81.5596427,28
Union County,OH,41.3064984,-80.7214417,11
Van Wert County,OH,40.3978972,-81.4278984,2
Vinton County,OH,40.3616382,-83.336188,0
Warren County,OH,40.871234,-84.564147,78
Washington County,OH,39.2875595,-82.5185837,44
Wayne County,OH,39.4241422,-84.1857115,51
Williams County,OH,39.4626397,-81.4718387,3
Wood County,OH,40.7588598,-81.9534815,61
Wyandot County,OH,41.5507602,-84.5222189,13
Anderson County,TN,36.0809574,-84.2278796,15
Bedford County,TN,35.4702472,-86.4592091,25
Benton County,TN,36.1170244,-88.050979,4
Bledsoe County,TN,35.6028856,-85.2308414,8
Blount County,TN,35.6710541,-83.8473015,47
Bradley County,TN,35.1937778,-84.8567932,33
Campbell County,TN,36.3817326,-84.1857115,12
Cannon County,TN,35.8070317,-86.0529604,7
Carroll County,TN,35.9917193,-88.4016041,12
Carter County,TN,36.2638604,-82.12784,3
Cheatham County,TN,36.184749,-87.1023746,19
Chester County,TN,35.4270939,-88.6723578,5
Claiborne County,TN,36.4830423,-83.634843,5
Clay County,TN,36.5701766,-85.56121,4
Cocke County,TN,35.9359517,-83.1220074,7
Coffee County,TN,35.4576849,-86.0529604,12
Crockett County,TN,35.7812386,-89.1324866,0
Cumberland County,TN,35.8994729,-85.023346,51
Davidson County,TN,36.1342563,-86.8220341,1237
Decatur County,TN,35.595087,-88.1291387,3
DeKalb County,TN,35.9728357,-85.80766,10
Dickson County,TN,36.1459799,-87.3016132,33
Dyer County,TN,36.0445248,-89.436391,22
Fayette County,TN,35.1257427,-89.4742177,37
Fentress County,TN,36.37106,-84.8984775,3
Franklin County,TN,35.1946865,-86.0529604,23
Gibson County,TN,35.9969735,-88.864698,21
Giles County,TN,35.0894745,-86.9824288,3
Grainger County,TN,36.3059333,-83.5496566,4
Greene County,TN,36.1347943,-82.820974,27
Grundy County,TN,35.4013452,-85.684578,22
Hamblen County,TN,36.2054334,-83.2934086,6
Hamilton County,TN,35.1618966,-85.1479364,110
Hancock County,TN,36.5456022,-83.2077645,0
Hardeman County,TN,35.1229172,-89.0179332,7
Hardin County,TN,35.1142443,-88.2461183,2
Hawkins County,TN,36.4445545,-82.9501558,24
Haywood County,TN,35.593858,-89.2621216,12
Henderson County,TN,35.6427245,-88.4016041,2
Henry County,TN,36.3369938,-88.2461183,8
Hickman County,TN,35.8012797,-87.460397,2
Houston County,TN,36.283619,-87.658113,3
Humphreys County,TN,36.0245773,-87.7369607,4
Jackson County,TN,36.4004931,-85.643487,6
Jefferson County,TN,36.0417825,-83.4643551,16
Johnson County,TN,36.4585672,-81.8224362,2
Knox County,TN,35.9874629,-83.9419784,174
Lake County,TN,36.3270676,-89.4931176,4
Lauderdale County,TN,35.7838834,-89.6628111,9
Lawrence County,TN,35.2761735,-87.460397,15
Lewis County,TN,35.4962054,-87.5000082,2
Lincoln County,TN,35.1239397,-86.6207943,9
Loudon County,TN,35.7374411,-84.3121264,17
McMinn County,TN,35.4037048,-84.6479124,5
McNairy County,TN,35.1183208,-88.556531,9
Macon County,TN,36.4983882,-85.971322,27
Madison County,TN,35.6479574,-88.864698,73
Marion County,TN,35.0928512,-85.643487,26
Marshall County,TN,35.4792517,-86.7818523,9
Maury County,TN,35.6195242,-87.1422895,33
Meigs County,TN,35.519359,-84.7942091,3
Monroe County,TN,35.471793,-84.2278796,9
Montgomery County,TN,36.4960406,-87.460397,101
Moore County,TN,35.2700506,-86.357952,0
Morgan County,TN,36.1004285,-84.6479124,5
Obion County,TN,36.3469439,-89.1705998,8
Overton County,TN,36.3880346,-85.3136218,6
Perry County,TN,35.6786596,-87.8942451,4
Pickett County,TN,36.5541091,-85.1479364,0
Polk County,TN,35.1371578,-84.564147,5
Putnam County,TN,36.134602,-85.4788065,92
Rhea County,TN,35.5927914,-84.981754,0
Roane County,TN,35.836117,-84.564147,5
Robertson County,TN,36.5250666,-86.8621827,92
Rutherford County,TN,35.7724263,-86.3376761,253
Scott County,TN,36.3976209,-84.5222189,10
Sequatchie County,TN,35.3469428,-85.3962769,3
Sevier County,TN,35.8271682,-83.5070203,22
Shelby County,TN,35.1268552,-89.9253233,1359
Smith County,TN,36.2388468,-85.971322,10
Stewart County,TN,36.5023236,-87.7763333,4
Sullivan County,TN,36.4933147,-82.345189,43
Sumner County,TN,36.4718084,-86.4996546,466
Tipton County,TN,35.5217179,-89.7379958,52
Trousdale County,TN,36.396385,-86.1548269,20
Unicoi County,TN,36.073032,-82.5185837,1
Union County,TN,36.3194272,-83.804868,3
Van Buren County,TN,35.6996916,-85.4788065,1
Warren County,TN,35.7115652,-85.80766,4
Washington County,TN,36.3321016,-82.5185837,44
Wayne County,TN,35.282369,-87.7763333,2
Weakley County,TN,36.3428865,-88.7108964,6
White County,TN,35.9189882,-85.520024,4
Adair County,OK,35.9127307,-94.645035,28
Alfalfa County,OK,36.7435919,-98.3964938,1
Atoka County,OK,34.4509901,-95.9832577,1
Beaver County,OK,36.7440186,-100.5296115,1
Beckham County,OK,35.2687266,-99.634135,1
Blaine County,OK,35.8825489,-98.3964938,0
Bryan County,OK,33.902127,-96.3226072,4
Caddo County,OK,35.10556,-98.3088441,10
Canadian County,OK,35.5593784,-98.0465185,62
Carter County,OK,34.1996254,-97.3516558,1
Cherokee County,OK,35.8994729,-94.976654,20
Choctaw County,OK,33.9851472,-95.5197394,3
Cimarron County,OK,36.7936335,-102.6216211,0
Cleveland County,OK,35.254964,-97.3516558,277
Coal County,OK,34.568577,-96.2800864,0
Comanche County,OK,34.6612778,-98.3964938,52
Cotton County,OK,34.309094,-98.3964938,5
Craig County,OK,36.7571907,-95.1432068,9
Creek County,OK,35.8362494,-96.3226072,60
Custer County,OK,35.6710818,-98.9245343,7
Delaware County,OK,36.4263135,-94.8105955,71
Dewey County,OK,36.017265,-98.9245343,1
Ellis County,OK,36.2920072,-99.8124935,0
Garfield County,OK,36.4361392,-97.87216,7
Garvin County,OK,34.7289063,-97.3516558,10
Grady County,OK,35.0472662,-97.87216,12
Grant County,OK,36.79093,-97.6982272,2
Greer County,OK,34.9338651,-99.456155,49
Harmon County,OK,34.7305114,-99.8124935,0
Harper County,OK,36.8203755,-99.634135,0
Haskell County,OK,35.2393825,-95.1015225,0
Hughes County,OK,35.1380279,-96.3226072,0
Jackson County,OK,34.5834576,-99.456155,7
Jefferson County,OK,34.1672949,-97.87216,1
Johnston County,OK,34.2855117,-96.6210611,2
Kay County,OK,36.8234478,-97.179026,45
Kingfisher County,OK,35.9181468,-97.87216,6
Kiowa County,OK,34.9742541,-98.9245343,2
Latimer County,OK,34.835035,-95.3102505,4
Le Flore County,OK,34.8622042,-94.645035,3
Lincoln County,OK,35.6342646,-96.8350999,10
Logan County,OK,35.9404623,-97.5247243,7
Love County,OK,33.985839,-97.2221421,2
McClain County,OK,35.0282316,-97.4814163,18
McCurtain County,OK,34.1481711,-94.8105955,6
McIntosh County,OK,35.3466151,-95.6457951,0
Major County,OK,36.3479671,-98.5281613,2
Marshall County,OK,34.0103349,-96.7922355,1
Mayes County,OK,36.2322429,-95.3102505,14
Murray County,OK,34.4383273,-97.0498442,1
Muskogee County,OK,35.7111198,-95.3102505,25
Noble County,OK,36.4799034,-97.179026,6
Nowata County,OK,36.7344388,-95.6457951,11
Okfuskee County,OK,35.4878871,-96.3226072,1
Oklahoma County,OK,35.6038323,-97.3516558,474
Okmulgee County,OK,35.6795873,-95.9832577,14
Osage County,OK,36.6189367,-96.2375947,59
Ottawa County,OK,36.7710787,-94.8105955,22
Pawnee County,OK,36.2918339,-96.7065914,27
Payne County,OK,36.1449988,-97.0068393,28
Pittsburg County,OK,34.9879281,-95.8142885,11
Pontotoc County,OK,34.7685043,-96.663812,10
Pottawatomie County,OK,35.275439,-97.0068393,28
Pushmataha County,OK,34.4820384,-95.3102505,0
Roger Mills County,OK,35.616176,-99.634135,0
Rogers County,OK,36.3898068,-95.6457951,28
Seminole County,OK,35.1197519,-96.663812,7
Sequoyah County,OK,35.5155322,-94.7691586,11
Stephens County,OK,34.5203466,-97.87216,15
Texas County,OK,36.8301318,-101.4339148,6
Tillman County,OK,34.4478348,-98.9245343,1
Tulsa County,OK,36.1593471,-95.940971,358
Wagoner County,OK,35.9192397,-95.5197394,98
Washington County,OK,36.6770984,-95.940971,118
Washita County,OK,35.3234027,-98.9245343,0
Anderson County,TX,32.342627,-102.7135121,3
Andrews County,TX,31.2704698,-94.645035,13
Angelina County,TX,28.0761262,-96.9638624,17
Aransas County,TX,33.5761511,-98.7481167,2
Archer County,TX,34.937162,-101.4339148,0
Armstrong County,TX,28.8661281,-98.5721016,1
Atascosa County,TX,29.8711291,-96.2800864,9
Austin County,TX,34.0913057,-102.8975098,12
Bailey County,TX,29.7404135,-99.2785583,0
Bandera County,TX,30.0458708,-97.3516558,2
Bastrop County,TX,33.5373926,-99.2785583,19
Baylor County,TX,28.3624206,-97.6982272,0
Bee County,TX,31.134411,-97.5247243,3
Bell County,TX,29.4200763,-98.5721016,107
Bexar County,TX,30.3500511,-98.3964938,794
Blanco County,TX,32.8233108,-101.4339148,4
Borden County,TX,31.8507607,-97.6982272,0
Bosque County,TX,33.4473287,-94.479976,0
Bowie County,TX,29.2131857,-95.4777811,32
Brazoria County,TX,30.6504141,-96.3226072,250
Brazos County,TX,29.6629938,-103.3587288,143
Brewster County,TX,34.526178,-101.1617356,0
Briscoe County,TX,27.0273057,-98.2212979,0
Brooks County,TX,31.7705105,-98.9245343,0
Brown County,TX,30.4500257,-96.663812,11
Burleson County,TX,30.7270349,-98.2212979,6
Burnet County,TX,29.8849106,-97.6699144,6
Caldwell County,TX,28.4169365,-96.663812,6
Calhoun County,TX,32.2728116,-99.456155,19
Callahan County,TX,26.1284971,-97.5247243,1
Cameron County,TX,32.9567043,-94.9974461,216
Camp County,TX,35.4578717,-101.4339148,5
Carson County,TX,33.0944342,-94.315422,0
Cass County,TX,34.4985047,-102.3463875,5
Castro County,TX,29.7524956,-94.6863782,11
Chambers County,TX,31.7981828,-95.1432068,29
Cherokee County,TX,34.5257527,-100.1703257,7
Childress County,TX,33.7900416,-98.2212979,0
Clay County,TX,33.5643803,-102.8975098,2
Cochran County,TX,31.8277663,-100.5296115,0
Coke County,TX,31.7320219,-99.456155,0
Coleman County,TX,33.1795213,-96.4929797,0
Collin County,TX,35.0351623,-100.3497895,472
Collingsworth County,TX,29.5378648,-96.4929797,0
Colorado County,TX,29.8105572,-98.2212979,7
Comal County,TX,31.9755461,-98.5721016,38
Comanche County,TX,31.3431641,-99.8124935,3
Concho County,TX,33.6672185,-97.3516558,1
Cooke County,TX,31.4774358,-97.87216,1
Coryell County,TX,34.159117,-100.3497895,34
Cottle County,TX,31.4654966,-102.5298028,0
Crane County,TX,30.5977955,-101.1617356,2
Crockett County,TX,33.5500004,-101.2523792,0
Crosby County,TX,31.347767,-104.4723301,1
Culberson County,TX,36.20745,-102.5298028,0
Dallam County,TX,32.8024682,-96.8350999,2
Dallas County,TX,32.7717423,-101.9804613,1788
Dawson County,TX,35.0017354,-102.5298028,8
Deaf Smith County,TX,33.3493128,-95.7721204,11
Delta County,TX,33.1418611,-97.179026,1
Denton County,TX,29.1235194,-97.3516558,507
DeWitt County,TX,33.5985109,-100.7097867,10
Dickens County,TX,28.4116514,-99.8124935,1
Dimmit County,TX,34.9875355,-100.8903099,1
Donley County,TX,27.7525271,-98.5721016,22
Duval County,TX,32.3240465,-98.7481167,1
Eastland County,TX,31.8246483,-102.5298028,3
Ector County,TX,29.9282955,-100.439656,45
Edwards County,TX,32.2619765,-96.8350999,0
Ellis County,TX,31.8039824,-106.2051484,72
El Paso County,TX,32.1793404,-98.2212979,300
Erath County,TX,31.1636412,-97.0068393,12
Falls County,TX,33.5544296,-96.1526985,1
Fannin County,TX,29.8896442,-96.8350999,5
Fayette County,TX,32.7398733,-100.3497895,10
Fisher County,TX,34.0791533,-101.2523792,0
Floyd County,TX,33.9865825,-99.7678687,1
Foard County,TX,29.5692614,-95.8142885,0
Fort Bend County,TX,33.1959954,-95.1849219,543
Franklin County,TX,31.7534889,-96.1526985,1
Freestone County,TX,28.831355,-99.1013498,0
Frio County,TX,32.6987519,-102.7135121,1
Gaines County,TX,29.3763499,-94.8520636,2
Galveston County,TX,33.1955897,-101.2523792,377
Garza County,TX,30.314993,-98.9245343,0
Gillespie County,TX,31.912308,-101.6157773,1
Glasscock County,TX,28.5673709,-97.3516558,0
Goliad County,TX,29.4834878,-97.5247243,4
Gonzales County,TX,35.3352558,-100.8903099,2
Gray County,TX,33.7062406,-96.663812,13
Grayson County,TX,32.4892547,-94.8520636,17
Gregg County,TX,30.4829853,-95.9832577,45
Grimes County,TX,29.6477307,-97.87216,7
Guadalupe County,TX,34.1064941,-101.8891721,50
Hale County,TX,34.4793521,-100.7097867,11
Hall County,TX,31.6368668,-98.2212979,0
Hamilton County,TX,36.3183749,-101.4339148,2
Hansford County,TX,34.2177242,-99.634135,1
Hardeman County,TX,30.364764,-94.315422,0
Hardin County,TX,29.7751825,-95.3102505,61
Harris County,TX,32.5539228,-94.315422,3747
Harrison County,TX,35.8647957,-102.5298028,20
Hartley County,TX,33.1403423,-99.8124935,0
Haskell County,TX,30.0537607,-98.0028892,0
Hays County,TX,35.9022267,-100.3497895,82
Hemphill County,TX,32.1321367,-95.8142885,1
Henderson County,TX,26.4656319,-98.2212979,10
Hidalgo County,TX,32.0621768,-97.179026,198
Hill County,TX,33.6212592,-102.3463875,8
Hockley County,TX,32.4296296,-97.8286368,14
Hood County,TX,33.2282942,-95.4777811,15
Hopkins County,TX,31.2377559,-95.4777811,4
Houston County,TX,32.2875944,-101.4339148,0
Howard County,TX,31.5707433,-105.5943388,1
Hudspeth County,TX,33.1967938,-96.1526985,0
Hunt County,TX,35.8031909,-101.4339148,22
Hutchinson County,TX,31.2557696,-100.8903099,3
Irion County,TX,33.2560382,-98.2212979,0
Jack County,TX,28.9340886,-96.5356449,2
Jackson County,TX,30.9263644,-93.9878427,4
Jasper County,TX,30.750805,-104.1930918,7
Jeff Davis County,TX,29.8165398,-94.1513764,0
Jefferson County,TX,26.995506,-98.7481167,134
Jim Hogg County,TX,27.7841718,-98.0465185,0
Jim Wells County,TX,32.4133566,-97.3516558,2
Johnson County,TX,32.7833435,-99.8124935,31
Jones County,TX,28.9089085,-97.87216,2
Karnes County,TX,32.5889211,-96.3089299,3
Kaufman County,TX,29.9603413,-98.7481167,32
Kendall County,TX,26.8697147,-97.6982272,12
Kenedy County,TX,33.2438434,-100.7097867,0
Kent County,TX,30.0945305,-99.456155,0
Kerr County,TX,30.4338473,-99.8124935,2
Kimble County,TX,33.644342,-100.1703257,0
King County,TX,29.2934865,-100.3497895,0
Kinney County,TX,27.4308339,-97.6982272,0
Kleberg County,TX,33.6734243,-99.8124935,2
Knox County,TX,33.75694,-95.6457951,1
Lamar County,TX,34.1486153,-102.3463875,8
Lamb County,TX,31.2737682,-98.2212979,2
Lampasas County,TX,28.2758921,-99.1013498,2
La Salle County,TX,29.3359054,-96.8350999,0
Lavaca County,TX,30.2967161,-96.9638624,4
Lee County,TX,31.2152685,-95.9832577,2
Leon County,TX,30.1633593,-94.8105955,3
Liberty County,TX,31.5461078,-96.663812,20
Limestone County,TX,36.2464455,-100.3497895,11
Lipscomb County,TX,28.342294,-98.0465185,0
Live Oak County,TX,30.692528,-98.7481167,3
Llano County,TX,31.8883434,-103.6362715,3
Loving County,TX,33.6753624,-101.7979613,0
Lubbock County,TX,33.1446401,-101.7979613,317
Lynn County,TX,31.2016122,-99.2785583,5
McCulloch County,TX,31.5182285,-97.179026,3
McLennan County,TX,28.3102323,-98.5721016,72
McMullen County,TX,30.9888479,-95.940971,0
Madison County,TX,32.7780679,-94.356513,0
Marion County,TX,32.2364722,-101.9804613,0
Martin County,TX,30.6556091,-99.2785583,2
Mason County,TX,28.8204837,-95.9832577,1
Matagorda County,TX,28.7410473,-100.3497895,49
Maverick County,TX,29.2987871,-99.0128926,10
Medina County,TX,30.9802428,-99.8124935,13
Menard County,TX,31.8781368,-101.9804613,0
Midland County,TX,30.8092642,-96.9795011,32
Milam County,TX,31.6137467,-98.5721016,8
Mills County,TX,32.3360516,-100.8903099,0
Mitchell County,TX,33.6460993,-97.6982272,1
Montague County,TX,30.3213482,-95.4777811,5
Montgomery County,TX,35.8446761,-101.8891721,266
Moore County,TX,33.122847,-94.7691586,36
Morris County,TX,34.1280332,-100.7097867,3
Motley County,TX,31.6353071,-94.645035,1
Nacogdoches County,TX,32.0991878,-96.4929797,56
Navarro County,TX,30.9359604,-93.6623239,16
Newton County,TX,32.3818737,-100.3497895,2
Nolan County,TX,27.7693351,-97.4814163,0
Nueces County,TX,36.2921544,-100.8000051,79
Ochiltree County,TX,35.4247226,-102.6216211,0
Oldham County,TX,30.1484033,-93.8655303,3
Orange County,TX,32.7511956,-98.3104184,45
Palo Pinto County,TX,32.1920035,-94.315422,5
Panola County,TX,32.7415519,-97.87216,20
Parker County,TX,34.4604292,-102.7135121,15
Parmer County,TX,30.8253214,-102.6216211,0
Pecos County,TX,30.7150882,-94.8105955,1
Polk County,TX,35.404373,-101.9804613,11
Potter County,TX,29.9480666,-104.1001326,79
Presidio County,TX,32.9009129,-95.7721204,0
